"","Group_1","compdist_90","CDDIST","ADDIST","SDDIST","compdist_any"
"1","0250001A",0,32,47,26,0
"2","0250002A",0,32,47,26,0
"3","0250004A",0,32,47,26,0
"4","0250005A",0,32,47,26,0
"5","0250006A",0,32,47,26,0
"6","0250007A",0,32,47,26,0
"7","0250008A",0,32,47,26,0
"8","0250009A",0,32,47,26,0
"9","0250010A",0,32,47,26,0
"10","0250011A",0,32,47,26,0
"11","0250012A",0,32,47,26,0
"12","0250016A",0,32,47,26,0
"13","0250021A",0,32,47,26,0
"14","0250026A",0,32,47,26,0
"15","0450001A",0,37,52,25,1
"16","0450002A",0,37,52,25,1
"17","0450003A",0,37,52,25,1
"18","0450004A",0,37,52,25,1
"19","0450007A",0,37,52,25,1
"20","0450008A",0,37,52,25,1
"21","0450009A",0,37,52,25,1
"22","0450014C",0,37,52,25,1
"23","0700001A",0,33,50,30,1
"24","0700005A",0,33,50,30,1
"25","0700007A",0,33,50,30,1
"26","0700009A",0,33,50,30,1
"27","0700011A",0,33,50,30,1
"28","0700013A",0,33,50,30,1
"29","0700017A",0,33,50,30,1
"30","0700018A",0,33,50,30,1
"31","0700019A",0,33,50,30,1
"32","0800001A",0,33,50,30,1
"33","0800002A",0,33,50,30,1
"34","0800005A",0,33,50,30,1
"35","0800007A",0,33,50,30,1
"36","0800009A",0,33,50,30,1
"37","0800011A",0,33,50,30,1
"38","0800013A",0,33,50,30,1
"39","0800016A",0,33,50,30,1
"40","0800017A",0,33,50,30,1
"41","0850001A",0,31,49,24,1
"42","0850005A",0,31,49,24,1
"43","0850007A",0,31,49,24,1
"44","0850009A",0,31,49,24,1
"45","0850012A",0,31,49,24,1
"46","0850037A",0,31,49,24,1
"47","0850050B",0,31,49,24,1
"48","0850051B",0,31,49,24,1
"49","0850052A",0,31,49,24,1
"50","0850053A",0,31,49,24,1
"51","0850054A",0,31,49,24,1
"52","0850055A",0,31,49,24,1
"53","0850056A",0,31,49,24,1
"54","0850057A",0,31,49,24,1
"55","0850058B",0,31,49,24,1
"56","0850059A",0,31,49,24,1
"57","0850060A",0,31,49,24,1
"58","0850061A",0,31,49,24,1
"59","0900001A",0,29,42,23,1
"60","0900003A",0,29,42,23,1
"61","0900004A",0,29,42,23,1
"62","0900005A",0,29,42,23,1
"63","0900006A",0,29,42,23,1
"64","0900007A",0,29,42,23,1
"65","0900008A",0,29,42,23,1
"66","0900009A",0,29,42,23,1
"67","0900010A",0,29,42,23,1
"68","0900012A",0,29,42,23,1
"69","0900013A",0,29,42,23,1
"70","0900014A",0,29,42,23,1
"71","0900015A",0,29,42,23,1
"72","0900016A",0,29,42,23,1
"73","0900018A",0,29,42,23,1
"74","0900020A",0,29,42,23,1
"75","0900021A",0,29,42,23,1
"76","0900023A",0,29,42,23,1
"77","0900025A",0,29,42,23,1
"78","0900026A",0,29,42,23,1
"79","0900027A",0,29,42,23,1
"80","0900030A",0,29,42,23,1
"81","0900031A",0,29,42,23,1
"82","0900033A",0,29,42,23,1
"83","0900035A",0,29,42,23,1
"84","0900036A",0,29,42,23,1
"85","0900037A",0,29,42,23,1
"86","0900039A",0,29,42,23,1
"87","0900041A",0,29,42,23,1
"88","0900042A",0,29,42,23,1
"89","0900046A",0,29,42,23,1
"90","0900047A",0,29,42,23,1
"91","0900050A",0,29,42,23,1
"92","0900051A",0,29,42,23,1
"93","1060001A",0,32,51,25,1
"94","1430002A",0,33,50,30,1
"95","1430009A",0,33,50,30,1
"96","1430030A",0,33,50,30,1
"97","1430031A",0,33,50,30,1
"98","1430032A",0,33,50,30,1
"99","1430033B",0,33,50,30,1
"100","1430034A",0,33,50,30,1
"101","1430035A",0,33,50,30,1
"102","1450001A",0,37,52,25,1
"103","1450006A",0,37,52,25,1
"104","1450007A",0,37,52,25,1
"105","1450008B",0,37,52,25,1
"106","1450015A",0,37,52,25,1
"107","1450024A",0,37,52,25,1
"108","1450027A",0,37,52,25,1
"109","1450028A",0,37,52,25,1
"110","1450030A",0,37,52,25,1
"111","1450032A",0,37,52,25,1
"112","1450033A",0,37,52,25,1
"113","1450036B",0,37,52,25,1
"114","1450040A",0,37,52,25,1
"115","1450041A",0,37,52,25,1
"116","1450042A",0,37,52,25,1
"117","1450136A",0,37,52,25,1
"118","1450137A",0,37,52,25,1
"119","1450141A",0,37,52,25,1
"120","1450142A",0,37,52,25,1
"121","1450146A",0,37,52,25,1
"122","1450147A",0,37,52,25,1
"123","1450148A",0,37,52,25,1
"124","1450149A",0,37,52,25,1
"125","1450170A",0,37,52,25,1
"126","1450300A",0,37,52,25,1
"127","1450302A",0,37,52,25,1
"128","1450305A",0,37,52,25,1
"129","1450313A",0,37,52,25,1
"130","1450314A",0,37,52,25,1
"131","1550001A",0,33,50,30,1
"132","1550005A",0,33,50,30,1
"133","1550006A",0,33,50,30,1
"134","1550007A",0,33,50,30,1
"135","1550008A",0,33,50,30,1
"136","1550020A",0,33,50,30,1
"137","1600001A",0,32,47,26,0
"138","1600003A",0,32,47,26,0
"139","1600004A",0,32,47,26,0
"140","1600006A",0,32,47,26,0
"141","1600007A",0,32,47,26,0
"142","1600008A",0,32,47,26,0
"143","1600010A",0,32,47,26,0
"144","1600011A",0,32,47,26,0
"145","1600013A",0,32,47,26,0
"146","1600014A",0,32,47,26,0
"147","1600016A",0,32,47,26,0
"148","1600017A",0,32,47,26,0
"149","1600018A",0,32,47,26,0
"150","1600019B",0,32,47,26,0
"151","1600022A",0,32,47,26,0
"152","1600024A",0,32,47,26,0
"153","1600025A",0,32,47,26,0
"154","1600027A",0,32,47,26,0
"155","1600028A",0,32,47,26,0
"156","1600029A",0,32,47,26,0
"157","1600031A",0,32,47,26,0
"158","1600034A",0,32,47,26,0
"159","1600042A",0,32,47,26,0
"160","1600045A",0,32,47,26,0
"161","1600055A",0,32,47,26,0
"162","1600058A",0,32,47,26,0
"163","1600071A",0,32,47,26,0
"164","1600072A",0,32,47,26,0
"165","1600073A",0,32,47,26,0
"166","1600074A",0,32,47,26,0
"167","1600075A",0,32,47,26,0
"168","1600076A",0,32,47,26,0
"169","1600078A",0,32,47,26,0
"170","1960001A",0,37,52,25,1
"171","1960003A",0,37,52,25,1
"172","1960007A",0,37,52,25,1
"173","1960010A",0,37,52,25,1
"174","1960011A",0,37,52,25,1
"175","1960018A",0,37,52,25,1
"176","1960034A",0,37,52,25,1
"177","2000003A",0,33,46,22,1
"178","2000007A",0,34,49,24,1
"179","2000011A",0,34,49,24,1
"180","2000013B",0,34,49,24,1
"181","2000022A",0,34,49,24,1
"182","2000024A",0,34,50,30,1
"183","2000027A",0,33,50,30,1
"184","2000028A",0,34,49,24,1
"185","2000030A",0,34,49,24,1
"186","2000038A",0,33,50,30,1
"187","2000040A",0,33,50,30,1
"188","2000042A",0,34,49,24,1
"189","2000045A",0,34,50,30,1
"190","2000053A",0,34,49,24,1
"191","2000062C",0,31,49,24,1
"192","2000063B",0,34,49,24,1
"193","2000064C",0,34,50,30,1
"194","2000065C",0,34,49,24,1
"195","2000081A",0,34,50,30,1
"196","2000082A",0,34,50,30,1
"197","2000083A",0,34,50,30,1
"198","2000084A",0,34,50,30,1
"199","2000085A",0,33,46,22,1
"200","2000086A",0,34,50,30,1
"201","2000088A",0,34,50,30,1
"202","2250001A",0,0,0,0,0
"203","2250002A",0,0,0,0,0
"204","2250003A",0,0,0,0,0
"205","2250004A",0,0,0,0,0
"206","2250006A",0,0,0,0,0
"207","2250007A",0,0,0,0,0
"208","2250009A",0,0,0,0,0
"209","2250011A",0,0,0,0,0
"210","2250012A",0,0,0,0,0
"211","2250015A",0,0,0,0,0
"212","2250016A",0,0,0,0,0
"213","2250017A",0,0,0,0,0
"214","2250018A",0,0,0,0,0
"215","2250020A",0,0,0,0,0
"216","2250030A",0,0,0,0,0
"217","2300002A",0,33,50,30,1
"218","2300009A",0,33,50,30,1
"219","2300010A",0,33,50,30,1
"220","2300012A",0,35,48,26,0
"221","2300013A",0,35,48,26,0
"222","2300015A",0,35,52,25,1
"223","2300016A",0,35,52,25,1
"224","2300018A",0,37,52,25,1
"225","2300019A",0,37,52,25,1
"226","2300021A",0,35,52,25,1
"227","2300022A",0,37,52,25,1
"228","2300040A",0,35,52,25,1
"229","2300041A",0,35,48,26,0
"230","2300042A",0,37,52,25,1
"231","2300200A",0,37,52,25,1
"232","2500001A",0,35,52,25,1
"233","2500002A",0,35,52,25,1
"234","2500004A",0,35,52,25,1
"235","2500005A",0,35,52,25,1
"236","2500007A",0,35,52,25,1
"237","2500008A",0,35,52,25,1
"238","2500009A",0,35,52,25,1
"239","2500012A",0,35,52,25,1
"240","2500016A",0,35,52,25,1
"241","2500018A",0,35,52,25,1
"242","2500019A",0,35,52,25,1
"243","2500020A",0,35,52,25,1
"244","2500021A",0,35,52,25,1
"245","2500023A",0,35,52,25,1
"246","2500026A",0,35,52,25,1
"247","2500028A",0,35,52,25,1
"248","2500029A",0,35,52,25,1
"249","2500030A",0,35,52,25,1
"250","2500031A",0,35,52,25,1
"251","2500032A",0,35,52,25,1
"252","2500033A",0,35,52,25,1
"253","2500035A",0,35,52,25,1
"254","2500036A",0,35,52,25,1
"255","2500039A",0,35,52,25,1
"256","2500041A",0,35,52,25,1
"257","2500046A",0,35,52,25,1
"258","2500061A",0,35,52,25,1
"259","2500063A",0,35,52,25,1
"260","2500064A",0,35,52,25,1
"261","2700001A",0,35,51,25,1
"262","2700003A",0,35,51,25,1
"263","2700004A",0,35,51,25,1
"264","2700006A",0,35,51,25,1
"265","2700009A",0,35,51,25,1
"266","2700010A",0,35,51,25,1
"267","2700012A",0,35,51,25,1
"268","2700014A",0,35,51,25,1
"269","2700016A",0,35,51,25,1
"270","2700017A",0,35,51,25,1
"271","2700018A",0,35,51,25,1
"272","2700020B",0,35,51,25,1
"273","2700021A",0,35,51,25,1
"274","2700023A",0,35,51,25,1
"275","2700025A",0,35,51,25,1
"276","2700026A",0,35,51,25,1
"277","2700028A",0,35,51,25,1
"278","2700029A",0,35,51,25,1
"279","2700039A",0,35,51,25,1
"280","2700040A",0,35,51,25,1
"281","2700041A",0,35,51,25,1
"282","2700043A",0,35,51,25,1
"283","2700051A",0,35,51,25,1
"284","2700090A",0,35,51,25,1
"285","2700092A",0,35,51,25,1
"286","2700093A",0,35,51,25,1
"287","2700094A",0,35,51,25,1
"288","2700095A",0,35,51,25,1
"289","2700100A",0,35,51,25,1
"290","2700101A",0,35,51,25,1
"291","2700102A",0,35,51,25,1
"292","2700103A",0,35,51,25,1
"293","2700105A",0,35,51,25,1
"294","2700106A",0,35,51,25,1
"295","2700109A",0,35,51,25,1
"296","2700110A",0,35,51,25,1
"297","2700114A",0,35,51,25,1
"298","2700115A",0,35,51,25,1
"299","2700116A",0,35,51,25,1
"300","2800001A",0,35,48,26,0
"301","2800002A",0,35,48,26,0
"302","2800004A",0,35,51,25,1
"303","2800007A",0,35,51,25,1
"304","2800012A",0,35,51,25,1
"305","2800014A",0,35,51,25,1
"306","2800016A",0,35,51,25,1
"307","2800017A",0,35,51,25,1
"308","2800018A",0,35,51,25,1
"309","2800019A",0,35,51,25,1
"310","2800020A",0,35,51,25,1
"311","2800021A",0,35,51,25,1
"312","2800023A",0,35,51,25,1
"313","2800024A",0,35,51,25,1
"314","2800025A",0,35,51,25,1
"315","2800026A",0,35,51,25,1
"316","2800027A",0,35,51,25,1
"317","2800029A",0,35,51,25,1
"318","2800030A",0,35,51,25,1
"319","2800031A",0,35,51,25,1
"320","2800032A",0,35,51,25,1
"321","2800051A",0,35,51,25,1
"322","2800200A",0,35,48,26,0
"323","2800201A",0,35,51,25,1
"324","2850003A",0,33,50,30,1
"325","2850005A",0,33,50,30,1
"326","2850010A",0,33,50,30,1
"327","2850015A",0,33,50,30,1
"328","2850017A",0,33,50,30,1
"329","2850019A",0,33,50,30,1
"330","2850022A",0,33,50,30,1
"331","2850023A",0,33,50,30,1
"332","2850025A",0,33,50,30,1
"333","2850026A",0,33,50,30,1
"334","2850029A",0,33,50,30,1
"335","2850050A",0,33,50,30,1
"336","2950002A",0,35,51,25,1
"337","2950003A",0,35,51,25,1
"338","2950004A",0,35,51,25,1
"339","2950006A",0,35,51,25,1
"340","2950008A",0,35,51,25,1
"341","2950009A",0,35,51,25,1
"342","2950010A",0,35,51,25,1
"343","2950014A",0,35,51,25,1
"344","2950015A",0,35,51,25,1
"345","2950016A",0,35,51,25,1
"346","2950017A",0,35,51,25,1
"347","2950018A",0,35,51,25,1
"348","2950020A",0,35,51,25,1
"349","2950021A",0,35,51,25,1
"350","2950022A",0,35,51,25,1
"351","2950024A",0,35,51,25,1
"352","2950026A",0,35,51,25,1
"353","2950028A",0,35,51,25,1
"354","2950034A",0,35,51,25,1
"355","2950037A",0,35,51,25,1
"356","2950041A",0,35,51,25,1
"357","2950044A",0,35,51,25,1
"358","2950047A",0,35,51,25,1
"359","2950048A",0,35,51,25,1
"360","2950052A",0,35,51,25,1
"361","2950054A",0,35,51,25,1
"362","2950057A",0,35,51,25,1
"363","2950058A",0,35,51,25,1
"364","2950059A",0,35,51,25,1
"365","2950061A",0,35,51,25,1
"366","2950062A",0,35,51,25,1
"367","2950063A",0,35,51,25,1
"368","2950065A",0,35,51,25,1
"369","2950067A",0,35,51,25,1
"370","2950068A",0,35,51,25,1
"371","2950069A",0,35,51,25,1
"372","2950072A",0,35,51,25,1
"373","2950073A",0,35,51,25,1
"374","2950075A",0,35,51,25,1
"375","2950076A",0,35,51,25,1
"376","2950078A",0,35,51,25,1
"377","2950079A",0,35,51,25,1
"378","2950080A",0,35,51,25,1
"379","2950081A",0,35,51,25,1
"380","2950083A",0,35,51,25,1
"381","2950084A",0,35,51,25,1
"382","2950087A",0,35,51,25,1
"383","2950088A",0,35,51,25,1
"384","2950089A",0,35,51,25,1
"385","2950090A",0,32,47,26,0
"386","2950092A",0,35,51,25,1
"387","2950095A",0,35,51,25,1
"388","2950097A",0,35,51,25,1
"389","2950099A",0,35,51,25,1
"390","2950100A",0,35,51,25,1
"391","2950101A",0,35,51,25,1
"392","2950121A",0,35,51,25,1
"393","2950122A",0,35,51,25,1
"394","2950141A",0,35,51,25,1
"395","2950146A",0,35,51,25,1
"396","2950147A",0,35,51,25,1
"397","2950149A",0,35,51,25,1
"398","2950151A",0,35,51,25,1
"399","2950152A",0,35,51,25,1
"400","3430001A",0,32,47,26,0
"401","3430003A",0,32,47,26,0
"402","3430004A",0,32,47,26,0
"403","3430005A",0,32,47,26,0
"404","3430006A",0,32,47,26,0
"405","3430007A",0,32,47,26,0
"406","3430018A",0,32,47,26,0
"407","3430020A",0,32,47,26,0
"408","3680020A",0,25,36,17,1
"409","3850016A",0,38,52,25,1
"410","3850017A",0,38,52,25,1
"411","3850031A",0,38,52,25,1
"412","3850032A",0,38,52,25,1
"413","3850033A",0,38,52,25,1
"414","4150041A",0,0,0,0,0
"415","4150046A",0,0,0,0,0
"416","4150048A",0,0,0,0,0
"417","4150051A",0,0,0,0,0
"418","4200001A",0,33,50,30,1
"419","4200002A",0,33,50,30,1
"420","4200005A",0,33,50,30,1
"421","4200008A",0,33,50,30,1
"422","4200010A",0,33,50,30,1
"423","4200030A",0,33,50,30,1
"424","4300001A",0,33,50,30,1
"425","4300009A",0,33,50,30,1
"426","4300020A",0,33,50,30,1
"427","4300021A",0,33,50,30,1
"428","4300022A",0,33,50,30,1
"429","4300023A",0,33,50,30,1
"430","4350005A",0,35,51,25,1
"431","4350030A",0,35,51,25,1
"432","4350031A",0,35,52,25,1
"433","4350032A",0,36,51,25,1
"434","4350035A",0,36,51,25,1
"435","4350037A",0,35,52,25,1
"436","4350038A",0,35,52,25,1
"437","4350039A",0,36,51,25,1
"438","4350040A",0,36,51,25,1
"439","4500001A",1,31,49,24,1
"440","4500002A",1,31,49,24,1
"441","4500006A",1,31,49,24,1
"442","4500007A",1,31,49,24,1
"443","4500008A",1,31,49,24,1
"444","4500010A",1,31,49,24,1
"445","4500012A",1,31,49,24,1
"446","4500014A",1,31,49,24,1
"447","4500015A",1,31,49,24,1
"448","4500016A",1,31,49,24,1
"449","4500017A",1,31,49,24,1
"450","4500019A",1,31,49,24,1
"451","4500020A",1,31,49,24,1
"452","4500021A",1,31,49,24,1
"453","4500022A",1,31,49,24,1
"454","4500023A",1,31,49,24,1
"455","4500025A",1,31,49,24,1
"456","4500026A",1,31,49,24,1
"457","4500028A",1,31,49,24,1
"458","4500030A",1,31,49,24,1
"459","4500032A",1,31,49,24,1
"460","4500033A",1,31,49,24,1
"461","4500035A",1,31,49,24,1
"462","4500036A",1,31,49,24,1
"463","4500038A",1,31,49,24,1
"464","4500039A",1,31,49,24,1
"465","4500042A",1,31,49,24,1
"466","4500043A",1,31,49,24,1
"467","4500044A",1,31,49,24,1
"468","4500046A",1,31,49,24,1
"469","4500047A",1,31,49,24,1
"470","4500049A",1,31,49,24,1
"471","4500050A",1,31,49,24,1
"472","4500051A",1,31,49,24,1
"473","4500052A",1,31,49,24,1
"474","4500076A",1,31,49,24,1
"475","4500080A",1,31,49,24,1
"476","4500090A",1,31,49,24,1
"477","4500091A",1,31,49,24,1
"478","5100002A",0,38,52,25,1
"479","5100006A",0,38,52,25,1
"480","5100007A",0,38,52,25,1
"481","5100011A",0,38,52,25,1
"482","5100013A",0,38,52,25,1
"483","5100014A",0,38,52,25,1
"484","5100015A",0,38,52,25,1
"485","5100016A",0,38,52,25,1
"486","5100017A",0,38,52,25,1
"487","5100020A",0,38,52,25,1
"488","5100021A",0,38,52,25,1
"489","5100024A",0,38,52,25,1
"490","5100027A",0,38,52,25,1
"491","5100036A",0,38,52,25,1
"492","5100054A",0,38,52,25,1
"493","5550001A",0,0,0,0,0
"494","5550002A",0,0,0,0,0
"495","5550003B",0,0,0,0,0
"496","5550004A",0,0,0,0,0
"497","5550005A",0,0,0,0,0
"498","5550006A",0,0,0,0,0
"499","5550007A",0,0,0,0,0
"500","5550008A",0,0,0,0,0
"501","5550010A",0,0,0,0,0
"502","5550011A",0,0,0,0,0
"503","5550012A",0,0,0,0,0
"504","5550013B",0,0,0,0,0
"505","5550015A",0,0,0,0,0
"506","5550016A",0,0,0,0,0
"507","5550017A",0,0,0,0,0
"508","5550018A",0,0,0,0,0
"509","5550019A",0,0,0,0,0
"510","5550022A",0,0,0,0,0
"511","5550024A",0,0,0,0,0
"512","5550026A",0,0,0,0,0
"513","5550029A",0,0,0,0,0
"514","5550032A",0,0,0,0,0
"515","5550035A",0,0,0,0,0
"516","5550036A",0,0,0,0,0
"517","5550038A",0,0,0,0,0
"518","5550041A",0,0,0,0,0
"519","5550042A",0,0,0,0,0
"520","5550043A",0,0,0,0,0
"521","5550044A",0,0,0,0,0
"522","5550045A",0,0,0,0,0
"523","5550046A",0,0,0,0,0
"524","5550047A",0,0,0,0,0
"525","5550048A",0,0,0,0,0
"526","5550050A",0,0,0,0,0
"527","5550051A",0,0,0,0,0
"528","5550055A",0,0,0,0,0
"529","5550056A",0,0,0,0,0
"530","5550058A",0,0,0,0,0
"531","5550060A",0,0,0,0,0
"532","5550063A",0,0,0,0,0
"533","5550068A",0,0,0,0,0
"534","5550069A",0,0,0,0,0
"535","5550070A",0,0,0,0,0
"536","5550071A",0,0,0,0,0
"537","5550072A",0,0,0,0,0
"538","5550090A",0,0,0,0,0
"539","5550091A",0,0,0,0,0
"540","5550092A",0,0,0,0,0
"541","5550093A",0,0,0,0,0
"542","5550095A",0,0,0,0,0
"543","5550096A",0,0,0,0,0
"544","5550097A",0,0,0,0,0
"545","5550098A",0,0,0,0,0
"546","6250001A",0,29,41,23,1
"547","6250002A",0,29,41,23,1
"548","6250003A",0,29,41,23,1
"549","6250004B",0,29,41,23,1
"550","6250006A",0,29,41,23,1
"551","6250007A",0,29,41,23,1
"552","6250008A",0,29,41,23,1
"553","6250009A",0,29,41,23,1
"554","6250010A",0,29,41,23,1
"555","6250013A",0,29,41,23,1
"556","6250014A",0,29,41,23,1
"557","6250015A",0,29,41,23,1
"558","6250016A",0,29,41,23,1
"559","6250017A",0,29,41,23,1
"560","6250018A",0,29,41,23,1
"561","6250020A",0,29,41,23,1
"562","6250021A",0,29,41,23,1
"563","6250022A",0,29,41,23,1
"564","6250027A",0,29,41,23,1
"565","6250029A",0,29,41,23,1
"566","6250030A",0,29,41,23,1
"567","6250031A",0,29,41,23,1
"568","6250032A",0,29,41,23,1
"569","6250034A",0,29,41,23,1
"570","6250035A",0,29,41,23,1
"571","6250036A",0,29,41,23,1
"572","6250038A",0,29,41,23,1
"573","6250039A",0,29,41,23,1
"574","6250041A",0,29,41,23,1
"575","6250042A",0,29,41,23,1
"576","6250043A",0,29,41,23,1
"577","6250044A",0,29,41,23,1
"578","6250045A",0,29,41,23,1
"579","6250046A",0,29,41,23,1
"580","6250047A",0,29,41,23,1
"581","6250048A",0,29,41,23,1
"582","6250049A",0,29,41,23,1
"583","6250050A",0,29,41,23,1
"584","6250051A",0,29,41,23,1
"585","6250052B",0,29,41,23,1
"586","6250053B",0,29,41,23,1
"587","6250055A",0,29,41,23,1
"588","6250056A",0,29,41,23,1
"589","6250059A",0,29,41,23,1
"590","6250060A",0,29,41,23,1
"591","6250061A",0,29,41,23,1
"592","6250062A",0,29,41,23,1
"593","6250063A",0,29,41,23,1
"594","6250065A",0,29,41,23,1
"595","6250066A",0,29,41,23,1
"596","6250067A",0,29,41,23,1
"597","6250068A",0,29,41,23,1
"598","6250069A",0,29,41,23,1
"599","6250070A",0,29,41,23,1
"600","6250071A",0,29,41,23,1
"601","6250072A",0,29,41,23,1
"602","6250073A",0,29,41,23,1
"603","6250075A",0,29,41,23,1
"604","6250076A",0,29,41,23,1
"605","6250078A",0,29,41,23,1
"606","6250081A",0,29,41,23,1
"607","6250082A",0,29,41,23,1
"608","6250083A",0,29,41,23,1
"609","6250084A",0,29,41,23,1
"610","6250085A",0,29,41,23,1
"611","6250086A",0,29,41,23,1
"612","6250087A",0,29,41,23,1
"613","6250088B",0,29,41,23,1
"614","6250089A",0,29,41,23,1
"615","6250091A",0,29,41,23,1
"616","6250092B",0,29,41,23,1
"617","6250093A",0,29,41,23,1
"618","6250095A",0,29,41,23,1
"619","6250097A",0,29,41,23,1
"620","6250098B",0,29,41,23,1
"621","6250100A",0,29,41,23,1
"622","6250104A",0,29,41,23,1
"623","6250106A",0,29,41,23,1
"624","6250107A",0,29,41,23,1
"625","6250109A",0,29,41,23,1
"626","6250110A",0,29,41,23,1
"627","6250113A",0,29,41,23,1
"628","6250115A",0,29,41,23,1
"629","6250120A",0,29,41,23,1
"630","6250121A",0,29,41,23,1
"631","6250122A",0,29,41,23,1
"632","6250123A",0,29,41,23,1
"633","6250124A",0,29,41,23,1
"634","6250125A",0,29,41,23,1
"635","6250126A",0,29,41,23,1
"636","6250127A",0,29,41,23,1
"637","6250128A",0,29,41,23,1
"638","6250140A",0,29,41,23,1
"639","6550003A",0,33,50,30,1
"640","6550004A",0,33,50,30,1
"641","6550006A",0,33,50,30,1
"642","6550009A",0,33,50,30,1
"643","6550011A",0,33,50,30,1
"644","6550017A",0,33,50,30,1
"645","6550018A",0,33,50,30,1
"646","6550019A",0,33,50,30,1
"647","6550022A",0,33,50,30,1
"648","6550027A",0,33,50,30,1
"649","6550028A",0,33,50,30,1
"650","6550030A",0,33,50,30,1
"651","6550034A",0,33,50,30,1
"652","6550035A",0,33,50,30,1
"653","6550036A",0,33,50,30,1
"654","6550039A",0,33,50,30,1
"655","6550042A",0,33,50,30,1
"656","6550047A",0,33,50,30,1
"657","6550048A",0,33,50,30,1
"658","6550050A",0,33,50,30,1
"659","6550052A",0,33,50,30,1
"660","6550053A",0,33,50,30,1
"661","6550055A",0,33,50,30,1
"662","6550057A",0,33,50,30,1
"663","6550060A",0,33,50,30,1
"664","6550061A",0,33,50,30,1
"665","6550062A",0,33,50,30,1
"666","6550064A",0,33,50,30,1
"667","6550066A",0,33,50,30,1
"668","7150001A",0,0,0,0,0
"669","7150002A",0,0,0,0,0
"670","7150003A",0,0,0,0,0
"671","7150004A",0,0,0,0,0
"672","7150005A",0,0,0,0,0
"673","7150006A",0,0,0,0,0
"674","7150008A",0,0,0,0,0
"675","7150009A",0,0,0,0,0
"676","7150010A",0,0,0,0,0
"677","7150011A",0,0,0,0,0
"678","7150012A",0,0,0,0,0
"679","7150013A",0,0,0,0,0
"680","7150015A",0,0,0,0,0
"681","7150016A",0,0,0,0,0
"682","7150017A",0,0,0,0,0
"683","7150019A",0,0,0,0,0
"684","7150021A",0,0,0,0,0
"685","7150022A",0,0,0,0,0
"686","7150023A",0,0,0,0,0
"687","7150024A",0,0,0,0,0
"688","7150045A",0,0,0,0,0
"689","7150046A",0,0,0,0,0
"690","7150048A",0,0,0,0,0
"691","7150049A",0,0,0,0,0
"692","7150051A",0,0,0,0,0
"693","7150053A",0,0,0,0,0
"694","7150055A",0,0,0,0,0
"695","7150056A",0,0,0,0,0
"696","7150057A",0,0,0,0,0
"697","7150058A",0,0,0,0,0
"698","7150060A",0,0,0,0,0
"699","7150061A",0,0,0,0,0
"700","7150063A",0,0,0,0,0
"701","7150064A",0,0,0,0,0
"702","7150065A",0,0,0,0,0
"703","7150067A",0,0,0,0,0
"704","7150068A",0,0,0,0,0
"705","7150069A",0,0,0,0,0
"706","7150070A",0,0,0,0,0
"707","7150071A",0,0,0,0,0
"708","7150073A",0,0,0,0,0
"709","7150074A",0,0,0,0,0
"710","7150076A",0,0,0,0,0
"711","7150077A",0,0,0,0,0
"712","7150078A",0,0,0,0,0
"713","7150080A",0,0,0,0,0
"714","7150081A",0,0,0,0,0
"715","7150082A",0,0,0,0,0
"716","7150084A",0,0,0,0,0
"717","7150087A",0,0,0,0,0
"718","7150088A",0,0,0,0,0
"719","7150090A",0,0,0,0,0
"720","7150092A",0,0,0,0,0
"721","7150093A",0,0,0,0,0
"722","7150094A",0,0,0,0,0
"723","7150096A",0,0,0,0,0
"724","7150097A",0,0,0,0,0
"725","7150098A",0,0,0,0,0
"726","7150102A",0,0,0,0,0
"727","7150104A",0,0,0,0,0
"728","7150106A",0,0,0,0,0
"729","7150108A",0,0,0,0,0
"730","7150109A",0,0,0,0,0
"731","7150110A",0,0,0,0,0
"732","7150112A",0,0,0,0,0
"733","7150113A",0,0,0,0,0
"734","7150114A",0,0,0,0,0
"735","7150115A",0,0,0,0,0
"736","7150116A",0,0,0,0,0
"737","7150117A",0,0,0,0,0
"738","7150119A",0,0,0,0,0
"739","7150121A",0,0,0,0,0
"740","7150123A",0,0,0,0,0
"741","7150125A",0,0,0,0,0
"742","7150126A",0,0,0,0,0
"743","7150128A",0,0,0,0,0
"744","7150129A",0,0,0,0,0
"745","7150130A",0,0,0,0,0
"746","7150131A",0,0,0,0,0
"747","7150132A",0,0,0,0,0
"748","7150133A",0,0,0,0,0
"749","7150135A",0,0,0,0,0
"750","7150137A",0,0,0,0,0
"751","7150138A",0,0,0,0,0
"752","7150139A",0,0,0,0,0
"753","7150140A",0,0,0,0,0
"754","7150143A",0,0,0,0,0
"755","7150144A",0,0,0,0,0
"756","7150146B",0,0,0,0,0
"757","7150148A",0,0,0,0,0
"758","7150149A",0,0,0,0,0
"759","7150152A",0,0,0,0,0
"760","7150154A",0,0,0,0,0
"761","7150161A",0,0,0,0,0
"762","7150163A",0,0,0,0,0
"763","7150166A",0,0,0,0,0
"764","7150167A",0,0,0,0,0
"765","7150171A",0,0,0,0,0
"766","7150176A",0,0,0,0,0
"767","7150182A",0,0,0,0,0
"768","7150201A",0,0,0,0,0
"769","7150300A",0,0,0,0,0
"770","7150301A",0,0,0,0,0
"771","7150302A",0,0,0,0,0
"772","7150304A",0,0,0,0,0
"773","7150305A",0,0,0,0,0
"774","7150306A",0,0,0,0,0
"775","7150307A",0,0,0,0,0
