"","precinct","X","Y","black","blackpct","white","whitepct","black_edudiff","black_edudiff_se","white_edudiff","white_edudiff_se","edu_dif","pop18","coef_linquad_white","coef_quad_white","coef_lin_white","sig_linquad_white","sig_quad_white","sig_lin_white","fscore_white","fscore_sig_white","coef_linquad_black","coef_quad_black","coef_lin_black","sig_linquad_black","sig_quad_black","sig_lin_black","fscore_black","fscore_sig_black","coef_all_lin","coef_all_linquad","sig_all_lin","sig_all_linquad"
"247","3430001A",-118.357451475634,33.9912766218324,389,0.515915119363395,316,0.419098143236074,0.121075652613861,7.57876663688729,0.103186526683002,6.04951953762759,0.111157894736842,754,0.0243227495065223,-0.0144548628004435,-0.0103645275667755,0.00977203721284075,0.000147153868351055,7.64468229535255e-06,17.3940410422012,3.33681107776317e-08,0.0144424363404837,-0.00757490264397646,-0.00152322597256599,0.0164539276848785,0.00583505575495398,0.357465950684645,4.23535729790361,0.0146301450870041,-0.0222189021940413,0.0192565437640843,0.00277247192399196,0.0111316099019293
"248","3430003A",-118.370347262712,33.9932973601695,396,0.521052631578947,301,0.396052631578947,0.127712027878389,8.27855668707519,0.15125716601311,6.36100086229449,0.134182790624508,760,0.0154286929604676,-0.0111256340310976,-0.0115631047489285,0.0862321292585887,0.00200566489474655,1.13035508901529e-07,19.0515046601563,6.58947603613097e-09,0.0175411491253269,-0.00828204140014862,-0.000829112926195089,0.00445706376350292,0.00204129188974368,0.606391824811054,4.90444932975188,0.00752046173420665,-0.0173925091805162,0.035611572688217,0.00261836458373548,0.0107268305392643
"249","3430004A",-118.377273412863,33.9864685041494,297,0.505102040816326,237,0.403061224489796,0.046264476297299,7.69647372514051,0.008877066427095,5.999857987543,0.025454545454546,588,0.0259999413270257,-0.0152464550894997,-0.0101773819575535,0.00372308545144057,3.14713448662635e-05,6.22332412334682e-06,19.0865668201757,6.3674122474191e-09,0.0203573138730906,-0.00918005438545511,-0.000169775864859985,0.00166675452784091,0.00104662752478712,0.918052777389456,5.39582829884448,0.0046147391746948,-0.0131754130481213,0.0510382737976671,0.00263132649248089,0.0107181380809942
"250","3430005A",-118.380935136086,33.9794143134557,494,0.598787878787879,256,0.31030303030303,0.094630958732285,9.61126838037995,0.026583038256888,5.09054507752626,0.067396559868841,825,0.0373103513352506,-0.0195675865496625,-0.00814753400198413,4.16774528301504e-05,2.51215066866148e-07,0.000506534344478347,19.5695483990794,3.97140220162675e-09,0.021835403954044,-0.00959345850486746,0.000350512486727074,0.0012171825658689,0.0010090037637864,0.836336539872903,5.4460838813263,0.00438997421008535,-0.00980546730263813,0.0611796769982481,0.00266126015642615,0.010828188156921
"251","3430006A",-118.372326281174,33.9853015794621,186,0.436619718309859,208,0.488262910798122,0.044937323790979,6.84165457000738,-0.073498560458755,6.86222219583434,-0.021892289933527,426,0.0304760733282989,-0.0170297671159592,-0.00957509921982801,0.000831091564839206,5.81011943731645e-06,3.6483889140312e-05,19.0112470133996,6.85402415763278e-09,0.0191953449476114,-0.00896198091399576,-0.000396840517435128,0.0029252184946609,0.00166551423450718,0.812812165840827,4.9872561610575,0.0069261730259034,-0.0145608010150109,0.04727670416487,0.00270066240933893,0.0109161738551532
"252","3430007A",-118.375270688525,33.9794158278689,314,0.441011235955056,343,0.481741573033708,0.090026518209321,7.16440215595057,0.081424987641261,7.32877657201498,0.082797930875424,712,0.0395305355657011,-0.0205293355800493,-0.0077940232518049,1.91489176006538e-05,1.2313761046155e-07,0.0011693003458179,19.4806667414638,4.33175852094979e-09,0.0204811188873009,-0.00935601689498653,4.66799756908245e-05,0.00217313423197542,0.00155522118550497,0.978306736181192,5.02289387487998,0.00668510340532064,-0.011582098154019,0.0562802665508167,0.00272835632848274,0.010983495709534
"253","3430018A",-118.364083515971,33.9844957149877,724,0.683663833805477,256,0.241737488196412,0.090488694096623,12.0342792129225,0.015540299046731,4.44091247762731,0.06787045338352,1059,0.0354370181226139,-0.0189513712110586,-0.00879430588841343,0.000175373705437471,1.33371512195025e-06,0.000263553653099915,18.5476861319275,1.07856697999168e-08,0.0172848426443667,-0.00858759950301935,-0.000862558560804637,0.00681832897154945,0.0032108462751728,0.613183192307922,4.48281506821946,0.0114376346412998,-0.0175027894171885,0.0387664378795358,0.00280398264885912,0.0112019445206683
"254","3430020A",-118.308943046642,34.0017177145522,402,0.61280487804878,204,0.310975609756098,0.095416003914367,9.20500542876801,0.042634032337602,4.80105898229073,0.074996540749965,656,0.0236365629556123,-0.0120603572660233,-0.00701872294596485,0.0094145843341274,0.00052945171863462,0.0013061611284215,11.2465651215346,1.40676577603114e-05,-0.0114372621561071,0.00276445428520132,-0.00550611387493942,0.0486342714236517,0.287427242194458,0.00054999071317749,6.55880446149212,0.00145430807296151,-0.0383621769401264,-0.0668392502965297,0.00266065190035123,0.0101458793976785
"255","3550007A",-118.127110183417,34.6930154271357,119,0.087243401759531,996,0.730205278592375,0.078482050656199,6.05110809533138,-0.024278381802058,17.2986726809762,-0.003911917098446,1364,-0.092332893175675,0.00482212971208786,-0.00995095165458711,7.53481207921994e-05,0.000403075854240976,1.2354547795372e-17,43.9111669859948,2.59004313064471e-19,-0.0336836836765429,0.00179962354258322,-0.00322960641032742,0.102627084248293,0.139412017480108,0.00358686228029712,5.34928658778893,0.0048331578174611,-0.018389892092691,0.00186378778853183,0.00160964505719737,0.0295937820881391
"256","3550016A",-118.126718232984,34.6852628678011,127,0.085985104942451,1080,0.731211916046039,0.075846601678138,5.87721879681228,0.050535589967911,17.7486495109171,0.053708439897698,1477,-0.0911579077993509,0.0048002070344067,-0.00994314676945557,8.05935351448082e-05,0.000433818727893924,1.38135025556032e-17,43.7230204740505,3.09706904751957e-19,-0.03365260201356,0.00181508468860112,-0.00323860811161129,0.0996846046126332,0.136160536952095,0.00350774762769128,5.38801689555298,0.00465069524937957,-0.0184071389479847,0.00137876019933916,0.00160984160929481,0.0293033559872033
"257","3550018A",-118.120716384615,34.6788029241758,132,0.081330868761553,1192,0.734442390634627,0.069916757622207,5.64537159735217,-0.04988604528209,17.4977521598535,-0.028982918387853,1623,-0.0896606229306416,0.00474434278210272,-0.00991682441689923,9.93020461383185e-05,0.00052482355911821,1.93648134685317e-17,43.1855599729788,5.16226585113929e-19,-0.0342473015815215,0.00186187455422527,-0.00326186678316836,0.0918515164734404,0.126624175966046,0.00331468856900585,5.49655113883276,0.00417529094104953,-0.0184453359612253,0.000426657056185163,0.00161054642381538,0.0291129825691935
"258","3550032B",-118.0785515526,34.6777780773881,128,0.069527430744161,1433,0.778381314502988,0.062146810840949,5.8382326799834,-0.083365923378775,20.4022922058222,-0.055442660705818,1841,-0.0853720862529994,0.00444682607735533,-0.00976534871517973,0.000313126512981971,0.00138805883077746,1.2145781536229e-16,40.3374805418047,7.7791380391521e-18,-0.0386916692926956,0.002099852719551,-0.00337531475971995,0.0606284092153648,0.0863114359090688,0.00252330363507226,6.05361312183554,0.00240113501842009,-0.0186009690852923,-0.00283623029704659,0.00161479074564002,0.0295324042935178
"259","3550087C",-118.143386520833,34.6686023245614,162,0.081942336874052,1388,0.702073849266565,0.066722710273736,5.78077790024069,0.031922422357013,15.333324312524,0.040402647545505,1977,-0.0901816631206087,0.00486475095263567,-0.00998664896716616,5.85066095057939e-05,0.000343344183790154,8.31082825177335e-18,44.4809020564183,1.50761735858442e-19,-0.0316438815309104,0.00174154897350508,-0.00320911532988694,0.111899671156568,0.152485288552577,0.0037618232477796,5.23665417793032,0.00540553946082706,-0.0183677984294322,0.00218487377857144,0.00160864141804914,0.0285340310416782
"260","3550088A",-118.158756575,34.670832827381,132,0.063953488372093,1687,0.81734496124031,0.069824744520038,5.74824016301067,-0.074829353066613,25.0521356146417,-0.05511811023622,2064,-0.091807155938259,0.00496518677169155,-0.0100407172507351,3.84133903462508e-05,0.000239435897643287,4.19812154926034e-18,45.5470432239333,5.48170479271277e-20,-0.0299207639603378,0.00163986457124092,-0.00316263205649569,0.132176065633125,0.177462862012502,0.00420987771717022,5.01891457137433,0.00671159910867004,-0.0182897208244336,0.0041579241820582,0.00160722923999198,0.0285104054140421
"261","3550094A",-118.185521835329,34.6862598083832,117,0.074856046065259,1207,0.772232885476647,0.080793422681102,6.19399174115495,-0.041611340501325,19.0160631041747,-0.023556902867248,1563,-0.0961436783707349,0.00514951135622187,-0.0101376619952354,1.79837701139552e-05,0.000121356921010884,1.19021876576126e-18,47.5354482760188,8.33443338274102e-21,-0.0269309966127821,0.00144045941980281,-0.00307088355262523,0.181290082877098,0.235544819638414,0.00525937316616568,4.60924051008911,0.010086189541509,-0.0181199529624887,0.00889543185134741,0.00160483572819456,0.0289661235799507
"262","3650005A",-118.349541233723,33.899100409015,490,0.277306168647425,510,0.288624787775891,0.076144590362159,7.04097277409536,0.025412437636138,5.18759065839497,0.040147783251232,1767,0.0194267992733632,-0.000794645877377524,0.0175337527395973,0.0319721781047935,0.830856995644225,5.35290500165125e-21,45.3975263096774,6.31687322372212e-20,0.00832159979795699,-0.0025189960679176,0.00244109041820224,0.234346829125745,0.388295544396403,0.122103619713566,1.56842314696467,0.208679729076401,0.0145983966439718,0.065549773623756,0.00233603580284621,0.0103084246868626
"263","3650018A",-118.354647974901,33.8936487939234,113,0.072112316528398,874,0.557753669432036,0.071956533597195,6.38992163295899,-0.052532140494138,8.8547954571107,-0.022099447513812,1567,0.0136785306642086,0.00104656434849295,0.016202370248253,0.106576468128338,0.760848079403304,3.90726144100035e-20,43.3531067181689,4.40204514468572e-19,0.00661509121399311,-0.00167713376557443,0.00257564961619177,0.330584554139079,0.541942044748077,0.0930502014209023,1.5975321257929,0.202703978808273,0.0153185626757392,0.0665695866934855,0.00225014597450126,0.0100330010318636
"264","3650030A",-118.351643197694,33.894948952224,119,0.083508771929825,646,0.453333333333333,0.065646684360368,5.74323983623147,-0.119376851285734,6.612456783543,-0.083479607640682,1425,0.0155794126074481,0.000475010005423437,0.0167241585161386,0.0723348841530632,0.892656756073472,9.8284899311905e-21,44.7499359752803,1.16779709666827e-19,0.00724085372494739,-0.00198325039305201,0.00250987168425304,0.29045690568614,0.478318232915894,0.104113409120173,1.57319298147892,0.207688588164925,0.0151160914061805,0.0659661646894803,0.00227464456341338,0.0100952006260513
"265","3670030A",-118.349307851351,33.9389978040541,157,0.074868860276586,153,0.072961373390558,0.068699749418094,5.59262760932208,0.026856952803967,4.21598018899073,0.008771929824561,2097,0.0712111660658916,-0.0253796159357375,0.0179983312420092,2.60355160713049e-07,8.44707291469259e-05,4.58390700816857e-11,29.9198280983448,1.70990190721238e-13,0.0181411333745034,-0.00868774822907801,0.00106469509218129,0.0289367910339675,0.0346984753227293,0.574043043300641,2.39199080708786,0.0917601348378165,0.00241154562091916,0.0681550892399442,0.00296297690813571,0.012578181256273
"266","3670032A",-118.357173628362,33.9368846381418,121,0.030867346938775,385,0.098214285714286,0.073201103613153,5.88506721540433,0.020591564097097,4.26928682536108,0.029771398192451,3920,0.074864058634261,-0.0273748817377031,0.0169478351619533,1.27403058030304e-08,6.78321982327369e-06,1.58582371682855e-10,31.1496199450499,5.22021790443234e-14,0.0190445428175774,-0.00851230677424642,0.00167505891655647,0.0222501325212779,0.0323001736863562,0.374210316001906,2.69095049551933,0.0681099836087513,0.0048233712489643,0.0725877161369966,0.0028668355992294,0.0121345037833835
"267","3670033A",-118.361913023109,33.9417276911765,242,0.086707273378717,182,0.065209602293085,0.067210072960391,5.77258962652722,0.025113247353676,3.78321087501112,0.056404532967033,2791,0.085205432888103,-0.0335843784227422,0.0142994562570177,4.94394869246592e-11,2.1302243911804e-08,1.27461360263978e-07,30.170066407319,1.34295711633287e-13,0.0210006994893216,-0.00939811752094634,0.00167874116529378,0.0111297686978297,0.0163959709097069,0.376899877071658,3.27749442997683,0.0379650086107124,0.00322338918028517,0.0749217831112306,0.00288346602896069,0.0120737180350881
"268","3670034A",-118.34816546831,33.9365551056338,204,0.101442068622576,172,0.085529587270015,0.073544564072059,6.04451191321765,0.043303029163908,3.93135349961033,0.093333333333333,2011,0.0651259819882329,-0.0219348666685476,0.0188686419613442,2.07000895740153e-06,0.000576526188651249,2.22485851265426e-12,31.1219801473095,5.36119590503857e-14,0.0175248820421443,-0.00829000332979276,0.0011556286933414,0.0348638683086391,0.0430216042806908,0.539176592759619,2.23935808850369,0.10684608021321,0.00348191350863779,0.0673049371266302,0.00293808568346071,0.0125865759844333
"269","3850017A",-118.176901269165,33.8802694310017,201,0.128928800513149,756,0.484926234765876,0.051938685594117,6.22477309900402,-0.093870084277934,7.84010332773023,-0.046192510681076,1559,0.00133323430686147,0.00372830194114067,0.0162337843779146,0.861818318050491,0.046829226534945,1.38680784039052e-23,53.7084895082042,2.47132425398137e-23,0.0197206711908025,-0.00546869740905583,1.86790098754856e-05,0.000175994800839984,0.000116790105235578,0.987830935231554,7.457287320409,0.000596612223540521,0.00382621665589466,0.0412422394073851,0.00187451563040839,0.0080277475926039
"270","3850019B",-118.178078664479,33.8756993848451,136,0.175710594315245,354,0.457364341085271,0.057903465131843,6.22098442457274,-0.11052170723868,6.56709867935988,-0.050235017626322,774,0.0022065888767234,0.00348790782432948,0.0163402045700279,0.778156922677185,0.0655305366562434,3.22448667888059e-24,54.9484857888178,7.71345160546051e-24,0.0202564263951699,-0.00551041948742541,0.000117577694284793,0.000158215837077608,0.000114791901537524,0.923483689387663,7.47824792461336,0.000584345387069647,0.00437165959446812,0.0422549349727392,0.00187753360692301,0.00824231566670659
"271","3850031A",-118.156729272274,33.8791032235069,146,0.116057233704293,479,0.380763116057234,0.079691575330506,5.85669499174242,0.010916287382716,5.90318372177119,0.040584949063424,1258,0.00155553984333407,0.00333872597480733,0.0157337862213747,0.838044962641583,0.0569904019080844,9.49861521604578e-23,51.5094467707013,1.95637743716481e-22,0.0196431030088292,-0.00512052871370282,-0.000171814398221804,0.000248733679435962,0.000149110647192801,0.887102289523046,7.23503479280322,0.000743660828103961,0.00335338429514137,0.0451416091830241,0.00182979431654619,0.00791965612588145
"272","3850032A",-118.155821751727,33.8748994841651,475,0.306649451258877,529,0.34151065203357,0.024076900839599,6.03200150741942,-0.100489829370882,5.93091253483371,-0.040659340659341,1549,0.00215906119693792,0.00315977818005556,0.0158029057075196,0.780044067071647,0.0716521201163322,3.16307888369568e-23,52.4645388434419,7.96033932596434e-23,0.0201171113947213,-0.00513452968830009,-0.000100402442184111,0.000221535354955679,0.000141504177773292,0.933789272795747,7.27809968646277,0.000712578821300888,0.00373802924500556,0.0459359286312777,0.00182918082973296,0.00806643455500648
"273","3850033A",-118.155259263573,33.8709936646154,165,0.100609756097561,909,0.554268292682927,0.081731955473569,5.90585502829743,0.00903675143092,9.11401022729466,0.036190476190476,1640,0.0025108884271464,0.00304422468678512,0.0158516863108914,0.749520165136927,0.0836514003294858,1.25265128275397e-23,53.3053229089777,3.60990881101144e-23,0.0205443077658716,-0.00514663171665913,-3.91465249967913e-05,0.000208460569574626,0.000141045771533675,0.974134183344493,7.2782333428184,0.000712484408384078,0.00408367153367957,0.0467047263460823,0.00182939125254449,0.00822834938054595
"274","3990001A",-118.218248612579,33.9324264906944,225,0.089356632247816,192,0.076250992851469,0.07032137984431,6.15755234919925,0.002869402162931,3.97445700644486,0.023398915067606,2518,-0.0108579855744956,0.00871492978564433,0.0152316122123637,0.201428317841371,0.00165392122418252,3.21132714498867e-15,36.7939388321289,2.30170804781646e-16,0.00997091070190309,-0.00443044009380311,-0.00192179177191824,0.0763320808357951,0.0293509049890388,0.160053315387212,3.36749205083983,0.0347098440100223,-0.00525696614572459,0.0202749640278534,0.00214304200240149,0.00863738475187543
"275","3990003A",-118.211744584477,33.9373858984641,219,0.055640243902439,208,0.052845528455285,0.071064755728931,6.27593991736231,0.027783481952834,3.92816702324753,0.037864597270538,3936,-0.0101123906020225,0.00803792465651568,0.0141739700409096,0.231355382446485,0.00321553720823671,1.29663712209946e-13,32.3724678008716,1.60708655490381e-14,0.00925453359785106,-0.00417779305509116,-0.00218513232077629,0.103408537123392,0.0382237974337241,0.107427037966595,3.45070494972749,0.0319492334641744,-0.00600351364494754,0.025040758069843,0.00209299944761304,0.00834828286023154
"276","3990005A",-118.207104037853,33.9326738045811,570,0.215500945179584,512,0.193572778827977,0.0897021839461,6.07415064943709,0.061510764977656,3.72327466296675,0.131573802541545,2645,-0.0101659972572424,0.00795684884147344,0.0144995147355524,0.215496435100078,0.00205968557872058,1.15284035661605e-14,35.271721456305,9.90467123423066e-16,0.0115880179691083,-0.00478945711550847,-0.00184304274626539,0.0363464776788838,0.0124574584065506,0.167738492647762,4.08439278826329,0.0170015007172823,-0.00471406595143558,0.0268653963178985,0.00205452000125213,0.00817693090450233
"277","3990006B",-118.195191280268,33.9323744416722,270,0.189075630252101,208,0.145658263305322,0.066136476653613,5.9385533372995,0.02216341653101,4.38158023620279,0.016277880317552,1428,-0.00916867776172079,0.00715353902319364,0.013916386119585,0.249594125526995,0.0029466751491668,2.65965475506818e-14,34.0740998368599,3.12794906899925e-15,0.0129293457506235,-0.00499262758758665,-0.00175746955340386,0.0177441044249142,0.00555648414105689,0.178538323029421,4.76366094364074,0.0086504123918505,-0.00407932449745496,0.0339539320853328,0.00198006034050316,0.00788069880749463
"278","3990009A",-118.187897474472,33.9325660069565,282,0.186015831134565,211,0.139182058047493,0.066368558956882,6.0788858662538,0.019477458289514,4.17724644462593,0.006622516556291,1516,-0.00865167014947647,0.00671741494563552,0.0135729330231162,0.271899372353527,0.00379617665900957,5.16482838234571e-14,33.1553948776069,7.5654412294443e-15,0.0133829418140298,-0.00499382849437988,-0.00174666060723913,0.0138188610416859,0.00418108421617713,0.176355438195548,5.03178612684948,0.00662627329996844,-0.00383535245127742,0.0378051175256695,0.0019433139640265,0.00776961472769776
"279","3990015A",-118.205465857535,33.9261465055268,394,0.18628841607565,155,0.073286052009456,0.058921125754601,6.06199712778857,0.010925356745318,4.35509684937894,0,2115,-0.00981619950070211,0.00786970847010495,0.0151153292609339,0.221263690829957,0.00144099535838757,3.07279378224488e-16,39.3429858346122,2.01001759777574e-17,0.0137309085583459,-0.00532444105396582,-0.00144404544949429,0.0109118423544854,0.00372682230350798,0.274169791923261,4.81895915370919,0.00818762377693172,-0.0032743321077005,0.0272584670213871,0.00203735243322075,0.00811878089637347
"280","3990016A",-118.187821793098,33.92681188,377,0.321398124467178,117,0.099744245524297,0.078277063991004,6.72125012881663,0.038751207367409,4.17081806189275,0.084483016609307,1173,-0.00854004924394548,0.00677427886377828,0.0141599695303905,0.270684657356416,0.00266857555667542,2.43802839890196e-15,36.6189054589124,2.72189161195664e-16,0.0146907182595989,-0.00528936876528996,-0.00146076138666722,0.0059160395427766,0.00183104625027981,0.255326946324114,5.52218420696748,0.00407030809024199,-0.00286281391486276,0.0365597541721035,0.0019406288286024,0.00775638778018705
"281","3990019A",-118.192257186318,33.9206942884797,487,0.365615615615616,145,0.108858858858859,0.048799346408766,6.51684362565026,0.008317407746575,4.05557966712752,0.019663480684986,1332,-0.00830883293349504,0.00692533721764992,0.0149110319883807,0.28032687411874,0.00196541967105272,6.52135687195178e-17,40.6446386147077,5.80354586285253e-18,0.0157900902944693,-0.00559165987843067,-0.00115386696631544,0.00260784672418325,0.000867001610362374,0.368696824146151,5.97279282717831,0.0026017518648728,-0.00191117697238742,0.0334713533794841,0.00195738510000377,0.0078062463568778
"282","3990023A",-118.182276322177,33.925435582423,282,0.109898674980514,261,0.101714731098987,0.072617707629681,6.22900685456135,0.007654966346902,4.05386766705619,0.017964071856288,2566,-0.00800974224191237,0.00644187009154536,0.0140637244126392,0.297118728553557,0.00320420164185119,1.87908635071167e-15,36.7122082957519,2.48915221359183e-16,0.0151885745598464,-0.00530097640627013,-0.001403138192232,0.004300978621922,0.00132290805819486,0.270461767096696,5.78360564050915,0.00313946383664989,-0.00250791426702625,0.0389608250996153,0.00191642241234308,0.00769503182532589
"283","3990024A",-118.215586475334,33.9245097950836,356,0.210401891252955,99,0.058510638297872,0.082365162067563,6.36840849709893,0.040246648975585,4.33671351157114,0.099154391707583,1692,-0.010296025882202,0.00849344433087447,0.0159102936895954,0.211431975403043,0.00111067309078083,3.61489801539294e-17,41.807079970765,1.91674074464922e-18,0.0129278443098391,-0.0052092372944203,-0.00139041668633729,0.0173350725925855,0.00654679824761369,0.300868558318728,4.24348216354926,0.0145123532641524,-0.00327556328384738,0.0212025367910473,0.00210817397117014,0.00848639113718199
"284","3990028A",-118.214196121426,33.9202989003889,444,0.221005475360876,80,0.039820806371329,0.065773170713407,6.6958348689755,0.012965571737253,4.19270337418793,0.024,2009,-0.00963048866299385,0.00822637709101063,0.0161877469019133,0.235931931625812,0.00112377802847573,3.88816119352756e-18,44.1083814245231,2.14752773809098e-19,0.0142236559060567,-0.00550945291619248,-0.00113446398906783,0.00780316961815071,0.00302545824386914,0.394304964740535,4.77361237702913,0.00856523844077599,-0.00229306857199903,0.0219129317008338,0.00208965925843672,0.00840861073944419
"285","3990030B",-118.21257828723,33.9150583785388,673,0.230558410414526,105,0.035971223021583,0.075709130470506,6.81489337747826,0.025954542413614,4.36947888162469,0.111351351351351,2919,-0.00860555913095717,0.00781742824652662,0.0164684587344833,0.283047630787416,0.00134494486391667,2.83426350690241e-19,46.6592596298899,1.91036953704386e-20,0.0155769129733002,-0.0057823209032669,-0.000845144478735204,0.00305322248512741,0.00126031029503671,0.521280951542356,5.42456903637609,0.0044848242241451,-0.00116219780044921,0.0226679853926833,0.00206804438622513,0.00833460731683048
"286","3990031A",-118.206223220088,33.9191995736778,470,0.351270553064275,90,0.067264573991031,0.026586648380128,6.77411793580773,0.014227546652344,4.15678577365134,-0.033770591824283,1338,-0.00903997075971863,0.00769676807370066,0.0157757489130727,0.253477716025587,0.00130448796656779,6.03799216793615e-18,43.5062866140736,3.80550867937447e-19,0.015381978094767,-0.00570863824346402,-0.001056391815881,0.0035464526493185,0.00130111732346221,0.420039690897334,5.51512098898489,0.00409896957751727,-0.0018956610298097,0.0263253629652851,0.00203345239571944,0.0081278265126423
"287","3990033A",-118.199636109014,33.917436372043,451,0.39492119089317,90,0.078809106830123,0.056827551365511,6.81515737047429,0.035696015519459,4.19374381328078,0.031135531135531,1142,-0.00834898732449275,0.00722543187543672,0.0155412995252561,0.282031350408867,0.00159014754729915,5.31485810405715e-18,43.4466456841181,4.02749242808938e-19,0.0161617505246,-0.00578158400718821,-0.000972996288435999,0.00194539911902786,0.000700378245631561,0.451686485157983,6.05073964506846,0.00240799484355235,-0.00145033800228775,0.0295819534387246,0.00199236305238408,0.007950043419524
"288","3990044A",-118.200406115581,33.9324201473371,216,0.177924217462932,132,0.108731466227348,0.068870071545319,5.64392629940237,0.012518092719289,4.15885682680933,0.028682170542636,1214,-0.00959756194586218,0.00749521468519393,0.0141669174355879,0.233520564549564,0.00248333298029409,1.78385789557825e-14,34.6458026755076,1.8062110890027e-15,0.0124524798351511,-0.00494198612678748,-0.00178383654148281,0.0231204702729257,0.00748783952236932,0.17606772361377,4.50415577863711,0.0111974101717667,-0.00432083269596222,0.0309850550907461,0.00201032346752813,0.00799241488436222
"289","3990061A",-118.185374566893,33.9180002210059,132,0.109362054681027,209,0.173156586578293,0.076683866676405,6.18132223520838,0.041564489086065,4.48816334490723,0.090927318295739,1207,-0.00745279306869072,0.00644833317558272,0.0148181681962809,0.325622582974425,0.00258078050743632,3.31420178989231e-17,41.0828511675932,3.82158989323622e-18,0.0163824466951896,-0.0055724121080065,-0.00105867775595747,0.00165007435405933,0.000554543669889141,0.403932134456408,6.3351852007504,0.00181564217775904,-0.00136307982018722,0.0362904007465205,0.00192459917154338,0.00770389672437617
"290","3990062A",-118.19456695415,33.9098507770445,538,0.375698324022346,66,0.04608938547486,0.040780952464714,7.39334555591737,0.008005570584336,4.2980754362279,0.010362694300518,1432,-0.00666920756987792,0.00653514406441711,0.015790098957821,0.380509521183366,0.0024545103587421,2.26618145970143e-19,46.308789471738,2.66263604109062e-20,0.0175112691988586,-0.00590630957735229,-0.000652285210710055,0.00061722356653655,0.000247053086594794,0.608137014044017,6.87874005442041,0.00105880814951898,-7.47754206554276e-05,0.031732938662238,0.00195784767935327,0.00784044058663778
"291","3990063A",-118.203749878677,33.9137020673545,546,0.453865336658354,89,0.073981712385702,0.066735897352013,7.09276978933566,0.026475999508442,4.00892244171489,0.054265873015873,1203,-0.00794253598778829,0.00725468706581664,0.0160283684948279,0.308391895182542,0.00161868546535048,4.71553977325035e-19,45.9484160246959,3.74662699589697e-20,0.0166521687468144,-0.00592234231119174,-0.000779114434988235,0.00131754575366074,0.000518075644808774,0.547497130901993,6.23047103999133,0.00201450348086727,-0.000805174704542898,0.0274242856863927,0.00201074179861394,0.00805619169416409
"292","3990064A",-118.191673428864,33.9133633673993,471,0.252818035426731,114,0.061191626409018,0.081921570296825,6.52956505465438,0.038530275676972,4.09557577734208,0.106240494529755,1863,-0.00715306440647482,0.00658521692459003,0.0154318418550143,0.34612333588124,0.00227594875817252,1.72953122353252e-18,44.2661388095559,1.84868608697565e-19,0.0170203405841837,-0.00578686981464917,-0.000821165479654841,0.000941706338925299,0.000348140192441698,0.518615743452469,6.63222959578743,0.00135212780718695,-0.000659161276375435,0.0329755930896861,0.00194787590793971,0.0077809519186866
"293","3990065A",-118.186952683186,33.9091802080284,442,0.278512917454316,173,0.109010712035287,0.056243276561528,6.92608965164915,0.019538633410908,4.16574917346372,0.025735294117647,1587,-0.00603400228119733,0.00610684911469603,0.0154883519700852,0.421500969937667,0.00327312367917559,3.95788621874669e-19,45.4505284607694,6.00716004868324e-20,0.0175605976402303,-0.00575423819333677,-0.000684777329738975,0.000586682481454952,0.000229520856409479,0.586667199150611,6.96486879412599,0.000972118071559853,4.44665102449381e-05,0.0350414758494113,0.001923931589712,0.00771272513654008
"294","4300001A",-118.246499161491,34.0412255031056,449,0.246432491767289,7,0.00384193194292,0.058546407139709,5.72512378169814,0.021330037860303,4.15409299234091,0.020605151287822,1822,0.0172886503184916,-0.00710605362256332,-0.00555453223831726,0.0128620466008963,0.000733404257046839,0.000618312045636455,11.6415381664341,9.52801097214402e-06,-0.0228128665015394,0.00595792702419579,-0.00605872772849218,6.05681400246056e-07,0.000134248418327439,1.76055357206787e-06,18.9201929431944,7.49226642201447e-09,-0.0261184067994425,-0.0413182874892503,0.00183175491366154,0.00669579335737843
"295","4300020A",-118.254458625,33.9828631875,504,0.204213938411669,12,0.004862236628849,0.066109676622588,6.448053292937,0.015128015426764,4.29593022820951,0.031102145607922,2468,0.0302689573790391,-0.00982309607410878,0.00451381945399405,0.0022124189025367,0.00761857828101716,0.0360595411490649,5.77791880788878,0.00315724507389351,-0.0262563903689639,0.00846994849199169,-0.00625614506146259,9.2992855321641e-05,0.00220540855513517,5.06968386593241e-05,12.9948865598489,2.51061403476849e-06,-0.026857031140253,-0.0297213657308685,0.00246267751266457,0.0102747143582233
"296","4300021A",-118.245943366197,33.9843150140845,178,0.092037228541882,15,0.00775594622544,0.065936498679862,5.96830264508034,0.027307664961957,4.3003202834585,0.102287767063717,1934,0.0286450943705912,-0.00896329419688565,0.00447626200897672,0.00312716740595372,0.0106601445227642,0.0317839062621609,5.58445605650068,0.00382614407118206,-0.0246629552056452,0.0076237644178891,-0.00604127406054277,0.000189163079226959,0.00377372257018375,5.79560501614788e-05,12.3683341236554,4.65398079701779e-06,-0.0244715109491068,-0.0174212642250136,0.00235507477107103,0.00989768313284353
