"","OBJECTID","Field1","precinct","X","Y","black","blackpct","white","whitepct","black_edudiff","black_edudiff_se","white_edudiff","white_edudiff_se","edu_dif","pop18","coef_linquad_white","coef_quad_white","coef_lin_white","sig_linquad_white","sig_quad_white","sig_lin_white","fscore_white","fscore_sig_white","coef_linquad_black","coef_quad_black","coef_lin_black","sig_linquad_black","sig_quad_black","sig_lin_black","fscore_black","fscore_sig_black","coef_all_lin","coef_all_linquad","in_elipse","abs_lin","NearRiot","round_abs_lin"
"794",-1,794,"9003025A",-118.356318352823,34.0276884657258,513,0.428213689482471,15,0.012520868113522,0.058757700070274,6.49603301524364,0.027855586491368,4.11125722933996,0.064333504889346,1198,-0.029335381618682,0.006065740562465,-0.013115404906465,4.7485509114e-05,0.020732360158365,2e-15,35.15305122012,1e-15,0.004101787032802,-0.002757874119765,-0.002536954050031,0.403813640308679,0.160272622635026,0.058532766180103,2.77943213797132,0.062360404879824,-0.023002577655855,-0.008214922400804,1,0.023002577655855,"Yes","0.02"
"795",-1,795,"9003029A",-118.376729383178,33.9462600841122,778,0.600772200772201,41,0.031660231660232,0.104722819821444,9.91445118096895,0.034597936872188,4.3207150902452,0.096153846153846,1295,0.086242084112664,-0.03598115405443,0.008106887371921,1.67e-13,6.833e-12,0.002101888872141,28.7553418287921,5.27e-13,0.023385187458803,-0.0095167401905,0.002472051179563,0.004267270665383,0.00864819002313,0.186806209929213,4.33029074111638,0.013311579103493,0.003286206695355,0.08486866150454,1,0.003286206695355,"Yes","0"
"796",-1,796,"9003138A",-118.450321199715,34.2454923865906,176,0.061495457721873,1199,0.418937805730259,0.078060373802148,6.1150285248916,0.044137121216972,5.65366926528264,0.055618440008232,2862,-0.051873531364563,0.006002073796992,-0.011020828200109,4.5393507e-08,1.4038379367e-05,0,59.858920326041,0,0.015066223720745,-0.002462259530327,-0.001812106885554,0.089180393073048,0.055130456393186,0.0891363463304,3.29059197992739,0.037472921490178,-0.014267662978843,0.06020816545963,0,0.014267662978843,"No","0.01"
"797",-1,797,"9003212A",-118.463954266898,34.1009836343154,130,0.063663075416259,1234,0.604309500489716,0.071841817084053,6.15078811479488,0.069834301824812,9.46093213476769,0.065102234492279,2042,-0.034714362729357,0.005699065390607,-0.011730839807327,1.06245679e-07,0.000336646312656,0,57.3340230161311,0,0.019086038603977,-0.004717008812318,-0.00053255740038,0.000919841579117,0.000523333752513,0.625547986894732,6.15871083194341,0.00216323645097,-0.009958572218982,0.0631531745216,0,0.009958572218982,"No","0.01"
"798",-1,798,"9003214A",-118.338511256338,34.0020058507042,610,0.796344647519582,9,0.011749347258486,0.005553227903504,16.8110034252545,0.024354772104066,4.17355909943243,0.002480620155039,766,0.007547746131667,-0.007366044135594,-0.010909866439647,0.403836989590805,0.035666663871969,4.55698591e-07,15.0586696230287,3.29815769e-07,0.007013041956952,-0.004771409599593,-0.00300456531803,0.191585169390871,0.051189178967177,0.055789771543107,3.73854862997553,0.023987578683982,-0.031065556172913,-0.027676282640657,1,0.031065556172913,"Yes","0.03"
"799",-1,799,"9003220A",-118.264151561629,33.9327166920644,625,0.594671741198858,7,0.006660323501427,0.080959722115537,8.63992089186179,0.015123415531256,3.94097263680498,0.064327485380117,1051,-0.010010624075586,0.010890120833168,0.018412274514217,0.341799519395758,0.005787549153515,0,37.5778436060233,0,-0.000647863747128,-0.000706612181775,-0.002243125626421,0.919315160548243,0.797039890958122,0.150164227992027,1.06874429030225,0.343673865386008,-0.007403981239968,-0.009293384099661,1,0.007403981239968,"Yes","0.01"
"800",-1,800,"9003229A",-118.343667987889,34.0213059653979,379,0.422048997772829,23,0.025612472160356,0.065791249756508,6.60597753740597,0.015313294574703,4.00827078995873,0.021337331088019,898,-0.020084705150094,0.002812988522262,-0.012619600956687,0.010466999159922,0.3282984160243,1.466e-12,25.9104036693011,8.28e-12,0.001862894278145,-0.002171235184019,-0.003145147596502,0.708387353987744,0.294795111190807,0.024905454860506,3.0690486978127,0.046727034293212,-0.027241978647997,-0.027091768116851,1,0.027241978647997,"Yes","0.03"
"801",-1,801,"9003235A",-118.471396713108,33.9947844537844,355,0.265123226288275,353,0.263629574309186,0.051175375672372,7.89812326163751,0.035973292998136,5.38288514965376,0.037598081952921,1339,0.011106143613691,-0.007115847287646,-0.00888224685708,0.040325032319543,0.000123292501637,7.478971e-09,24.4207466833966,3.5162e-11,0.018467557640152,-0.005345506990124,0.001983101370414,0.000107844657821,0.000335365221575,0.118065019469562,7.68896012360941,0.000474220854831,-9.8476603708e-05,0.05745259722233,0,9.8476603708e-05,"No","0"
"802",-1,802,"9003240A",-118.269116490099,34.0318811534653,653,0.734533183352081,13,0.014623172103487,0.124157553126791,13.1488586274935,0.029528597784227,3.8471239568736,0.105690252350322,889,0.012054650257933,-0.006261667406125,-0.006533744596363,0.090017674305289,0.007135776231133,0.000127752851337,11.0275027733182,1.7462618209e-05,-0.023023094122582,0.006488323437223,-0.006390262908825,8.31740796e-07,0.000201839793081,1.37620174e-06,18.7698232413825,8.679189e-09,-0.029678106260872,-0.053767951368357,1,0.029678106260872,"Yes","0.03"
"803",-1,803,"9003241A",-118.322201503341,33.9993385634744,616,0.782719186785261,14,0.017789072426938,0.076352920104108,16.0284019478075,0.02082681844951,4.0202279270316,0.06838280360739,787,0.017452005645714,-0.010416479906433,-0.008593172022833,0.06076424681886,0.003961779859836,0.000132081888661,11.5344015735509,1.058998455e-05,-0.00154211970279,-0.00139465803733,-0.004447402058522,0.78590430605535,0.593514786976089,0.005902578523775,3.94050933558788,0.019618994373845,-0.036476655313699,-0.050667472981232,1,0.036476655313699,"Yes","0.04"
"804",-1,804,"9003340A",-118.457381314088,34.224302817552,296,0.102635228848821,980,0.339805825242718,0.084694760602511,6.14308098596094,0.017195806081688,4.30554891687277,0.0634318511677,2884,-0.049848885750265,0.006057720345919,-0.011118423904025,3.7165395e-08,1.5886123561e-05,0,60.3483000441111,0,0.016664009709514,-0.00283709349301,-0.001652971839488,0.047821685862932,0.02833815758762,0.121046763912759,3.61369268368096,0.02716272940676,-0.01375877618332,0.063723130059325,0,0.01375877618332,"No","0.01"
"805",-1,805,"9003447A",-118.238826269258,33.9476979386079,706,0.606529209621993,2,0.001718213058419,0.04230801936956,9.01286630834393,0.028207319703452,4.08121657136915,0.044573643410853,1164,-0.007243128218078,0.007656294628234,0.013547776989392,0.459487241284037,0.029763687728325,2.02461e-10,22.8849253724707,1.56576e-10,-0.002466976209198,-0.000362097668156,-0.003349481310823,0.694311469142383,0.884986730352765,0.023334157881209,2.58541134464217,0.075666168815733,-0.011678919883216,0.005021196841885,1,0.011678919883216,"Yes","0.01"
"806",-1,806,"9003456A",-118.291309959248,33.9791283354232,679,0.745334796926454,11,0.012074643249177,0.077616576122765,12.84961769405,0.022726275399562,4.32325182674846,0.072456140350877,911,0.038190758944544,-0.014960887107006,0.002597622806845,0.000409569658644,0.000708709435971,0.300395857409683,6.2944674139241,0.001890520010676,-0.017187796126085,0.005405062884348,-0.006126204614133,0.012033691426114,0.094832794940779,0.000370094600226,7.76826979632751,0.000438381497846,-0.036317879104443,-0.051148531943695,1,0.036317879104443,"Yes","0.04"
"807",-1,807,"9003457A",-118.297356142857,34.0371131879699,403,0.375582479030755,45,0.041938490214352,0.10817062395886,6.84992349444967,0.040547864089352,4.21757446929794,0.134751773049645,1073,-0.006311474120333,-0.001105205562012,-0.009527042917779,0.375524040999513,0.642608857886178,7.967838e-09,16.9129046087987,5.3467237e-08,-0.018288237361776,0.004995232226297,-0.005569276600202,0.000201951390977,0.007211115374458,2.8473740702e-05,12.4586771166758,4.257580387e-06,-0.029917258865501,-0.052320168195588,1,0.029917258865501,"Yes","0.03"
"808",-1,808,"9003461A",-118.295973702265,34.018292171521,692,0.574273858921162,322,0.267219917012448,0.124422306010568,9.39053024174579,0.04165494806666,4.87953324287975,0.090098444856613,1205,0.007585258982118,-0.005738848670484,-0.00812106302959,0.344674780257395,0.044230352004034,1.7253792609e-05,11.3331440750638,1.2915813179e-05,-0.018339598640741,0.005251127925029,-0.006016386083414,0.000581354973462,0.016225131275332,3.3024294697e-05,11.5845744101376,1.0078654239e-05,-0.034721336028972,-0.06719271083528,1,0.034721336028972,"Yes","0.03"
"809",-1,809,"9003503B",-118.462552172745,34.2336041113244,278,0.1051835035944,511,0.193340900491865,0.073423547709543,6.08873452201706,0.015516966769496,4.33356268838777,0.066482843137255,2643,-0.05118692030515,0.006056589645577,-0.011113922682874,4.9089646e-08,1.6514672824e-05,0,60.2808546465506,0,0.017395628047432,-0.002851451270481,-0.001649196831112,0.045768173899812,0.027584365980705,0.121743745172631,3.63253251411883,0.026657944451257,-0.013725206816873,0.066592102354862,0,0.013725206816873,"No","0.01"
"810",-1,810,"9003504B",-118.455390716346,34.2296666466346,432,0.14708886618999,844,0.287368062648962,0.074871652041004,6.0982661107955,0.044238541555374,4.49177526415832,0.0648033126294,2937,-0.050347590679459,0.006043204537383,-0.011091825031717,3.8573452e-08,1.5239376479e-05,0,60.2342516923694,0,0.016226456474851,-0.002734493853551,-0.001697296916554,0.057097571662378,0.034185144996959,0.111356226245306,3.51781147405498,0.029883904445189,-0.013902568954479,0.062706344258801,0,0.013902568954479,"No","0.01"
"811",-1,811,"9003541B",-118.3442775,34.0938871742739,185,0.064957865168539,1208,0.424157303370786,0.053963107856803,5.64544379519613,-0.051205059519152,6.08758195959967,-0.039780687341093,2848,-0.023924097909766,0.003933803527608,-0.010817066700322,3.05813868e-07,0.003657763124653,0,46.7484556505978,0,-0.000518151396502,-0.000707335517872,-0.002853307973017,0.906855303409258,0.585852839961975,0.010584104542307,3.42140110434848,0.032895377833826,-0.018300258635442,0.003417910703488,1,0.018300258635442,"Yes","0.02"
"812",-1,812,"9003635A",-118.187155572356,34.0950846512059,180,0.100783874580067,834,0.466965285554311,0.066974454075593,6.02284543982386,0.003263423186196,6.87933894376708,0.009742014742015,1786,0.013685352298328,-0.004307747289678,-0.006185552771778,0.120335018114077,0.022232936533489,2.5966564633e-05,11.5368870329757,1.0564053411e-05,-0.023194840000218,0.004230236213152,-0.005299072208605,0.000147863424892,0.002802052190439,1.1457919956e-05,14.2095933780132,7.59766986e-07,-0.020965837350978,-0.017415341764397,1,0.020965837350978,"Yes","0.02"
